line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
797,TXN100246,6,,1,1205.21
798,TXN100246,12,1.0,1,1932.98
799,TXN100247,30,,3,5646.06
800,TXN100247,13,4.0,1,1626.37
801,TXN100247,3,3.0,2,3162.18
802,TXN100247,30,,2,3764.04
803,TXN100247,16,,3,4152.75
804,TXN100248,23,,3,4025.76
805,TXN100249,21,,1,1823.17
806,TXN100249,10,2.0,1,176.85
807,TXN100249,14,,1,644.0
808,TXN100249,9,,3,1147.56
809,TXN100250,4,,2,878.72
810,TXN100250,30,5.0,1,1882.02
811,TXN100250,4,,1,439.36
812,TXN100250,28,,3,5822.07
813,TXN100251,12,,3,5798.94
814,TXN100251,7,,3,421.74
815,TXN100251,26,,4,4464.36
816,TXN100252,2,,4,3757.36
817,TXN100252,5,,2,2105.52
818,TXN100252,28,1.0,2,3881.38
819,TXN100252,24,,4,2631.36
820,TXN100253,23,,2,2683.84
821,TXN100254,18,3.0,4,1151.88
822,TXN100254,9,2.0,2,765.04
823,TXN100254,16,1.0,3,4152.75
824,TXN100254,18,,3,863.91
825,TXN100255,22,,3,1663.86
826,TXN100255,23,,1,1341.92
827,TXN100255,12,,3,5798.94
828,TXN100255,23,,1,1341.92
829,TXN100255,4,,2,878.72
830,TXN100256,29,,4,6246.04
831,TXN100256,18,,1,287.97
832,TXN100256,21,4.0,4,7292.68
833,TXN100257,9,,3,1147.56
834,TXN100257,13,,4,6505.48
835,TXN100257,3,,1,1581.09
836,TXN100257,5,,3,3158.28
837,TXN100257,9,,3,1147.56
838,TXN100258,8,,2,2469.42
839,TXN100259,4,2.0,3,1318.08
840,TXN100259,19,,3,3046.77
841,TXN100259,26,,3,3348.27
842,TXN100260,22,,2,1109.24
843,TXN100260,6,1.0,4,4820.84
844,TXN100260,5,,3,3158.28
845,TXN100260,13,,3,4879.11
846,TXN100260,26,,3,3348.27
847,TXN100261,17,,2,1816.6
848,TXN100261,4,3.0,3,1318.08
849,TXN100261,15,1.0,2,480.92
850,TXN100261,29,,2,3123.02
855,TXN100263,22,1.0,2,1109.24
856,TXN100264,12,,4,7731.92
857,TXN100264,24,1.0,1,657.84
858,TXN100264,15,,1,240.46
859,TXN100264,1,3.0,1,764.41
860,TXN100265,8,,3,3704.13
861,TXN100266,27,3.0,3,1231.41
862,TXN100266,27,,3,1231.41
863,TXN100267,27,2.0,1,410.47
864,TXN100267,3,5.0,3,4743.27
865,TXN100267,28,3.0,1,1940.69
866,TXN100267,12,3.0,3,5798.94
867,TXN100268,6,3.0,2,2410.42
868,TXN100268,12,,3,5798.94
869,TXN100268,25,4.0,1,1064.13
870,TXN100268,8,1.0,1,1234.71
871,TXN100268,26,,1,1116.09
872,TXN100269,16,,4,5537.0
873,TXN100269,21,,3,5469.51
874,TXN100270,4,,1,439.36
875,TXN100270,22,,4,2218.48
881,TXN100273,25,,4,4256.52
882,TXN100273,21,,1,1823.17
883,TXN100273,27,,3,1231.41
884,TXN100274,29,,3,4684.53
885,TXN100274,18,,2,575.94
886,TXN100275,13,,1,1626.37
887,TXN100275,27,,1,410.47
888,TXN100275,28,,4,7762.76
889,TXN100275,2,2.0,4,3757.36
890,TXN100276,28,,2,3881.38
891,TXN100276,27,2.0,4,1641.88
892,TXN100276,24,,4,2631.36
893,TXN100276,22,,4,2218.48
894,TXN100276,17,,3,2724.9
895,TXN100277,8,,2,2469.42
896,TXN100277,12,,1,1932.98
897,TXN100278,19,5.0,4,4062.36
898,TXN100278,16,,4,5537.0
899,TXN100278,27,,1,410.47
900,TXN100278,4,,2,878.72
901,TXN100278,17,1.0,4,3633.2
902,TXN100279,2,,4,3757.36
903,TXN100279,4,2.0,1,439.36
904,TXN100279,21,,1,1823.17
905,TXN100279,21,,2,3646.34
906,TXN100279,8,,3,3704.13
907,TXN100280,2,3.0,4,3757.36
908,TXN100280,4,,3,1318.08
909,TXN100280,26,,3,3348.27
910,TXN100280,27,,4,1641.88
911,TXN100280,5,,3,3158.28
912,TXN100281,13,,1,1626.37
913,TXN100281,30,,4,7528.08
914,TXN100281,2,5.0,3,2818.02
915,TXN100281,1,5.0,1,764.41
916,TXN100281,28,3.0,3,5822.07
917,TXN100282,7,,2,281.16
918,TXN100283,30,,4,7528.08
919,TXN100283,22,,4,2218.48
920,TXN100283,13,,4,6505.48
921,TXN100283,11,,2,3800.66
922,TXN100283,10,,2,353.7
923,TXN100284,2,2.0,4,3757.36
924,TXN100284,28,1.0,2,3881.38
925,TXN100284,9,,2,765.04
926,TXN100285,10,,4,707.4
927,TXN100285,14,4.0,2,1288.0
928,TXN100285,12,,4,7731.92
929,TXN100285,11,,4,7601.32
930,TXN100286,9,,4,1530.08
931,TXN100286,10,,4,707.4
932,TXN100286,21,5.0,2,3646.34
933,TXN100286,29,,1,1561.51
934,TXN100287,13,,3,4879.11
935,TXN100287,11,1.0,3,5700.99
936,TXN100288,6,,4,4820.84
937,TXN100288,25,,1,1064.13
938,TXN100288,24,5.0,1,657.84
939,TXN100288,20,,3,351.18
940,TXN100288,2,,1,939.34
941,TXN100289,5,1.0,1,1052.76
942,TXN100289,13,,3,4879.11
943,TXN100289,22,,3,1663.86
944,TXN100289,18,,1,287.97
945,TXN100289,3,,4,6324.36
946,TXN100290,30,,4,7528.08
947,TXN100290,6,1.0,3,3615.63
948,TXN100290,23,,3,4025.76
949,TXN100291,26,4.0,3,3348.27
950,TXN100291,16,,2,2768.5
951,TXN100291,6,,3,3615.63
952,TXN100291,21,1.0,1,1823.17
953,TXN100291,12,,2,3865.96
954,TXN100292,25,3.0,3,3192.39
955,TXN100292,9,,3,1147.56
956,TXN100292,27,,1,410.47
957,TXN100293,28,,2,3881.38
958,TXN100293,30,,2,3764.04
959,TXN100293,4,,3,1318.08
960,TXN100293,21,,3,5469.51
961,TXN100293,28,,2,3881.38
962,TXN100294,29,,1,1561.51
963,TXN100294,3,,1,1581.09
964,TXN100294,19,,2,2031.18
965,TXN100294,26,,4,4464.36
966,TXN100294,7,,2,281.16
967,TXN100295,7,,2,281.16
968,TXN100295,9,3.0,3,1147.56
969,TXN100296,17,4.0,1,908.3
970,TXN100297,7,,3,421.74
971,TXN100297,16,,2,2768.5
972,TXN100297,27,,4,1641.88
973,TXN100297,5,,2,2105.52
974,TXN100298,28,4.0,1,1940.69
975,TXN100298,4,,4,1757.44
976,TXN100298,16,5.0,1,1384.25
977,TXN100298,8,,3,3704.13
978,TXN100299,4,,3,1318.08
979,TXN100299,14,,3,1932.0
980,TXN100299,27,,3,1231.41
981,TXN100299,17,,4,3633.2
982,TXN100300,29,,2,3123.02
983,TXN100300,28,,2,3881.38
984,TXN100301,6,,1,1205.21
985,TXN100302,27,1.0,4,1641.88
986,TXN100303,15,3.0,3,721.38
987,TXN100303,15,1.0,3,721.38
988,TXN100303,20,5.0,1,117.06
989,TXN100303,14,,2,1288.0
990,TXN100304,21,5.0,1,1823.17
991,TXN100305,9,,4,1530.08
992,TXN100305,23,,2,2683.84
993,TXN100306,6,1.0,3,3615.63
994,TXN100306,14,,4,2576.0
995,TXN100307,26,,4,4464.36
996,TXN100307,16,1.0,3,4152.75
997,TXN100307,16,,3,4152.75
998,TXN100308,10,,4,707.4
999,TXN100308,27,3.0,1,410.47
1000,TXN100308,13,,2,3252.74
1001,TXN100308,11,,4,7601.32
1002,TXN100309,6,4.0,4,4820.84
1003,TXN100309,6,4.0,1,1205.21
1004,TXN100310,6,,1,1205.21
1005,TXN100310,4,1.0,3,1318.08
1006,TXN100311,4,,3,1318.08
1007,TXN100312,11,1.0,4,7601.32
1008,TXN100313,24,3.0,4,2631.36
1009,TXN100314,20,,1,117.06
1010,TXN100314,19,,4,4062.36
1011,TXN100314,8,,4,4938.84
1012,TXN100314,26,,1,1116.09
1013,TXN100315,14,,4,2576.0
1014,TXN100316,8,,1,1234.71
1015,TXN100316,30,,3,5646.06
1016,TXN100316,19,,3,3046.77
1017,TXN100316,24,,1,657.84
1018,TXN100317,5,,1,1052.76
1019,TXN100317,21,,3,5469.51
1020,TXN100317,28,,2,3881.38
1021,TXN100318,20,4.0,2,234.12
1022,TXN100318,24,,1,657.84
1023,TXN100318,19,,3,3046.77
1024,TXN100318,11,,4,7601.32
1027,TXN100320,26,,3,3348.27
1028,TXN100321,17,1.0,1,908.3
1029,TXN100321,9,,3,1147.56
1030,TXN100321,13,,1,1626.37
1031,TXN100321,18,,2,575.94
1032,TXN100322,13,,4,6505.48
1033,TXN100322,2,,2,1878.68
1034,TXN100322,27,,2,820.94
1035,TXN100322,15,,1,240.46
1036,TXN100322,20,,4,468.24
1037,TXN100323,30,2.0,1,1882.02
1038,TXN100323,1,1.0,1,764.41
1039,TXN100323,28,,3,5822.07
1040,TXN100323,25,,1,1064.13
1041,TXN100324,11,,1,1900.33
1042,TXN100324,3,5.0,1,1581.09
1043,TXN100325,15,2.0,2,480.92
1044,TXN100325,9,,4,1530.08
1045,TXN100325,29,,4,6246.04
1046,TXN100325,14,,2,1288.0
1047,TXN100325,6,,2,2410.42
1048,TXN100326,25,,2,2128.26
1049,TXN100326,7,4.0,1,140.58
1050,TXN100326,12,,2,3865.96
1051,TXN100326,26,,2,2232.18
1052,TXN100326,30,5.0,1,1882.02
1053,TXN100327,8,4.0,2,2469.42
1054,TXN100327,8,2.0,1,1234.71
1055,TXN100327,7,,1,140.58
1056,TXN100327,21,,3,5469.51
1057,TXN100328,20,3.0,2,234.12
1058,TXN100328,9,,4,1530.08
1059,TXN100328,18,,2,575.94
1060,TXN100328,26,,1,1116.09
1061,TXN100329,25,,1,1064.13
1062,TXN100329,11,,3,5700.99
1063,TXN100329,11,,1,1900.33
1064,TXN100329,22,5.0,2,1109.24
1065,TXN100330,1,,3,2293.23
1066,TXN100331,8,,2,2469.42
1067,TXN100331,17,2.0,2,1816.6
1068,TXN100331,28,,1,1940.69
1069,TXN100331,15,,4,961.84
1070,TXN100331,19,,2,2031.18
1071,TXN100332,4,,1,439.36
1072,TXN100333,15,,2,480.92
1073,TXN100333,19,,3,3046.77
1074,TXN100333,7,1.0,4,562.32
1075,TXN100334,26,1.0,2,2232.18
1076,TXN100334,16,,4,5537.0
1077,TXN100334,3,,1,1581.09
1078,TXN100334,30,,4,7528.08
1079,TXN100334,22,,3,1663.86
1080,TXN100335,13,,2,3252.74
1081,TXN100335,15,2.0,3,721.38
1082,TXN100335,15,,4,961.84
1083,TXN100336,7,5.0,2,281.16
1084,TXN100336,7,4.0,4,562.32
1085,TXN100336,19,5.0,2,2031.18
1086,TXN100336,3,3.0,4,6324.36
1087,TXN100337,24,,4,2631.36
1088,TXN100337,8,,3,3704.13
1089,TXN100338,17,5.0,3,2724.9
1090,TXN100338,1,1.0,1,764.41
1091,TXN100339,17,,4,3633.2
1092,TXN100339,28,3.0,3,5822.07
1093,TXN100339,13,,2,3252.74
1094,TXN100339,25,,2,2128.26
1095,TXN100340,14,5.0,2,1288.0
1096,TXN100340,14,,4,2576.0
1097,TXN100340,18,,2,575.94
1098,TXN100340,10,4.0,4,707.4
1099,TXN100340,20,4.0,2,234.12
1100,TXN100341,17,,2,1816.6
1101,TXN100341,13,,2,3252.74
1102,TXN100341,22,,1,554.62
1103,TXN100341,10,4.0,1,176.85
1104,TXN100341,16,,1,1384.25
1105,TXN100342,20,,4,468.24
1106,TXN100342,11,,1,1900.33
1107,TXN100342,26,1.0,2,2232.18
1108,TXN100342,19,,4,4062.36
1109,TXN100343,25,1.0,3,3192.39
1110,TXN100343,17,,1,908.3
1111,TXN100344,15,,2,480.92
1112,TXN100344,22,,1,554.62
1113,TXN100344,28,,4,7762.76
1114,TXN100345,26,,2,2232.18
1115,TXN100345,16,,3,4152.75
1116,TXN100345,10,,1,176.85
1117,TXN100345,25,,1,1064.13
1118,TXN100346,2,3.0,1,939.34
1119,TXN100346,13,,2,3252.74
1120,TXN100346,8,,1,1234.71
1121,TXN100347,27,,1,410.47
1122,TXN100347,18,,3,863.91
1123,TXN100347,26,,1,1116.09
1124,TXN100348,17,,1,908.3
1125,TXN100348,21,,2,3646.34
1126,TXN100348,28,,1,1940.69
1127,TXN100348,23,3.0,2,2683.84
1128,TXN100349,25,,1,1064.13
1129,TXN100349,6,,2,2410.42
1130,TXN100350,10,,3,530.55
1131,TXN100350,16,,3,4152.75
1132,TXN100351,6,3.0,3,3615.63
1133,TXN100351,3,,3,4743.27
1134,TXN100351,19,,1,1015.59
1135,TXN100351,22,,3,1663.86
1139,TXN100353,4,1.0,1,439.36
1140,TXN100354,24,2.0,4,2631.36
1141,TXN100354,20,5.0,1,117.06
1142,TXN100355,18,,4,1151.88
1143,TXN100355,25,,4,4256.52
1144,TXN100356,11,1.0,3,5700.99
1145,TXN100357,6,,3,3615.63
1146,TXN100357,2,,3,2818.02
1147,TXN100358,7,,4,562.32
1148,TXN100358,10,,4,707.4
1149,TXN100358,25,,2,2128.26
1150,TXN100359,7,,2,281.16
1151,TXN100359,2,,2,1878.68
1152,TXN100359,9,,3,1147.56
1153,TXN100360,23,,2,2683.84
1154,TXN100361,26,,2,2232.18
1155,TXN100361,18,,2,575.94
1156,TXN100361,28,2.0,3,5822.07
1157,TXN100361,4,1.0,2,878.72
1158,TXN100362,3,,3,4743.27
1159,TXN100363,19,,3,3046.77
1160,TXN100363,4,,2,878.72
1161,TXN100363,19,,1,1015.59
1162,TXN100363,23,4.0,3,4025.76
1163,TXN100364,19,,2,2031.18
1164,TXN100364,3,,1,1581.09
1165,TXN100364,15,,4,961.84
1166,TXN100364,20,,2,234.12
1167,TXN100364,19,5.0,3,3046.77
1168,TXN100365,16,,3,4152.75
1169,TXN100365,18,,3,863.91
1170,TXN100365,18,,3,863.91
1171,TXN100365,2,,2,1878.68
1172,TXN100365,29,,4,6246.04
1173,TXN100366,20,,4,468.24
1174,TXN100367,24,,1,657.84
1175,TXN100367,11,,4,7601.32
1176,TXN100368,9,,4,1530.08
1177,TXN100368,8,2.0,3,3704.13
1178,TXN100369,1,,2,1528.82
1179,TXN100369,6,1.0,3,3615.63
1180,TXN100369,23,,4,5367.68
1181,TXN100369,22,,1,554.62
1182,TXN100369,4,3.0,4,1757.44
1183,TXN100370,17,,1,908.3
1184,TXN100370,8,,3,3704.13
1185,TXN100370,23,,4,5367.68
1186,TXN100370,19,3.0,3,3046.77
1187,TXN100370,8,,3,3704.13
1188,TXN100371,2,4.0,1,939.34
1189,TXN100371,20,,4,468.24
1190,TXN100371,15,4.0,3,721.38
1191,TXN100371,22,5.0,4,2218.48
1192,TXN100372,12,3.0,1,1932.98
1193,TXN100372,22,,4,2218.48
1194,TXN100372,12,5.0,3,5798.94
1195,TXN100372,9,4.0,4,1530.08
1196,TXN100372,3,,3,4743.27
1197,TXN100373,22,,4,2218.48
1198,TXN100373,27,4.0,2,820.94
1199,TXN100373,8,,3,3704.13
1200,TXN100373,17,,1,908.3
1201,TXN100373,10,,3,530.55
1202,TXN100374,18,,4,1151.88
1203,TXN100374,27,1.0,4,1641.88
1204,TXN100374,30,4.0,2,3764.04
1205,TXN100375,9,,3,1147.56
1206,TXN100376,7,3.0,2,281.16
1207,TXN100376,8,,4,4938.84
1208,TXN100376,18,,1,287.97
1209,TXN100376,30,,3,5646.06
1210,TXN100377,29,,4,6246.04
1211,TXN100377,28,,4,7762.76
1212,TXN100377,28,,1,1940.69
1213,TXN100377,2,,1,939.34
1214,TXN100377,18,,2,575.94
1215,TXN100378,22,,3,1663.86
1216,TXN100378,29,,2,3123.02
1217,TXN100379,23,,3,4025.76
1218,TXN100380,3,5.0,1,1581.09
1219,TXN100380,26,,1,1116.09
1220,TXN100380,24,,2,1315.68
1221,TXN100381,4,,2,878.72
1222,TXN100381,5,,3,3158.28
1223,TXN100381,14,3.0,3,1932.0
1224,TXN100381,7,,1,140.58
1225,TXN100381,18,,3,863.91
1226,TXN100382,25,,2,2128.26
1227,TXN100383,4,,4,1757.44
1228,TXN100383,1,2.0,2,1528.82
1229,TXN100383,1,,2,1528.82
1230,TXN100384,19,,1,1015.59
1231,TXN100384,5,2.0,1,1052.76
1232,TXN100384,26,,1,1116.09
1233,TXN100384,1,,3,2293.23
1234,TXN100384,1,,2,1528.82
1235,TXN100385,6,3.0,3,3615.63
1236,TXN100385,14,,1,644.0
1237,TXN100385,3,2.0,1,1581.09
1238,TXN100385,29,,2,3123.02
1239,TXN100385,10,1.0,2,353.7
1240,TXN100386,1,4.0,1,764.41
1241,TXN100386,29,1.0,4,6246.04
1242,TXN100386,5,,1,1052.76
1243,TXN100386,19,,1,1015.59
1244,TXN100387,10,1.0,1,176.85
1245,TXN100387,27,,1,410.47
1246,TXN100387,13,,2,3252.74
1247,TXN100388,22,,2,1109.24
1248,TXN100388,26,3.0,1,1116.09
1249,TXN100389,9,,3,1147.56
1250,TXN100389,10,,2,353.7
1251,TXN100389,17,5.0,1,908.3
1252,TXN100389,17,,1,908.3
1253,TXN100389,16,,2,2768.5
1254,TXN100390,27,,1,410.47
1255,TXN100390,18,,1,287.97
1256,TXN100391,5,,4,4211.04
1257,TXN100391,28,,2,3881.38
1258,TXN100391,14,3.0,1,644.0
1259,TXN100391,17,,4,3633.2
1260,TXN100391,21,,2,3646.34
1261,TXN100392,30,,1,1882.02
1262,TXN100392,21,,2,3646.34
1263,TXN100392,5,,3,3158.28
1264,TXN100393,12,4.0,1,1932.98
1265,TXN100393,24,,1,657.84
1266,TXN100393,17,,4,3633.2
1267,TXN100393,26,,3,3348.27
1268,TXN100393,22,4.0,4,2218.48
1269,TXN100394,21,1.0,4,7292.68
1270,TXN100394,20,,4,468.24
1271,TXN100394,25,4.0,3,3192.39
1272,TXN100395,16,,4,5537.0
1273,TXN100396,14,4.0,1,644.0
1274,TXN100397,25,,1,1064.13
1275,TXN100397,2,2.0,2,1878.68
1276,TXN100397,19,4.0,3,3046.77
1277,TXN100397,9,4.0,1,382.52
1278,TXN100397,28,5.0,4,7762.76
1279,TXN100398,30,,3,5646.06
1280,TXN100398,18,,4,1151.88
1281,TXN100398,25,,4,4256.52
1282,TXN100398,28,4.0,3,5822.07
1283,TXN100398,8,4.0,1,1234.71
1284,TXN100399,30,,2,3764.04
1285,TXN100399,14,1.0,2,1288.0
1286,TXN100399,28,,1,1940.69
1287,TXN100399,14,,1,644.0
1288,TXN100400,4,5.0,3,1318.08
1289,TXN100400,17,,1,908.3
1290,TXN100400,21,,4,7292.68
1291,TXN100400,18,4.0,2,575.94
1292,TXN100401,1,,3,2293.23
1293,TXN100401,1,,1,764.41
1294,TXN100401,5,,1,1052.76
1295,TXN100401,15,,1,240.46
1296,TXN100402,14,,4,2576.0
1297,TXN100402,6,5.0,1,1205.21
1298,TXN100402,22,,3,1663.86
1299,TXN100403,10,,4,707.4
1300,TXN100403,13,,3,4879.11
1301,TXN100404,5,,1,1052.76
1302,TXN100404,10,,4,707.4
1303,TXN100404,30,,4,7528.08
1304,TXN100404,25,,2,2128.26
1305,TXN100405,27,,3,1231.41
1306,TXN100405,26,,4,4464.36
1307,TXN100405,27,,3,1231.41
1308,TXN100405,17,,3,2724.9
1309,TXN100406,4,3.0,1,439.36
1310,TXN100407,6,,1,1205.21
1311,TXN100407,13,,3,4879.11
1312,TXN100407,21,,4,7292.68
1313,TXN100408,14,,4,2576.0
1314,TXN100408,30,3.0,2,3764.04
1315,TXN100408,5,,1,1052.76
1316,TXN100409,3,2.0,3,4743.27
1317,TXN100410,21,4.0,3,5469.51
1318,TXN100411,13,4.0,4,6505.48
1319,TXN100411,17,,1,908.3
1320,TXN100411,22,,4,2218.48
1321,TXN100411,4,,3,1318.08
1322,TXN100411,3,2.0,4,6324.36
1323,TXN100412,11,,4,7601.32
1324,TXN100412,30,3.0,3,5646.06
1325,TXN100412,12,,3,5798.94
1326,TXN100413,12,,4,7731.92
1327,TXN100413,2,,1,939.34
1328,TXN100414,7,1.0,2,281.16
1329,TXN100414,23,,3,4025.76
1330,TXN100414,2,,4,3757.36
1331,TXN100414,13,,1,1626.37
1332,TXN100414,20,,1,117.06
1333,TXN100415,23,,1,1341.92
1334,TXN100415,24,,4,2631.36
1335,TXN100415,4,,3,1318.08
1336,TXN100416,16,,3,4152.75
1337,TXN100416,28,4.0,3,5822.07
1338,TXN100416,15,,3,721.38
1339,TXN100417,25,,2,2128.26
1340,TXN100417,8,,2,2469.42
1341,TXN100417,7,,2,281.16
1342,TXN100417,29,5.0,4,6246.04
1343,TXN100418,27,,4,1641.88
1344,TXN100418,30,,1,1882.02
1345,TXN100418,24,,3,1973.52
1346,TXN100418,24,3.0,2,1315.68
1347,TXN100418,11,,4,7601.32
1348,TXN100419,13,,2,3252.74
1349,TXN100420,24,,3,1973.52
1350,TXN100420,8,,3,3704.13
1351,TXN100420,24,,2,1315.68
1352,TXN100421,28,2.0,2,3881.38
1353,TXN100422,22,,4,2218.48
1354,TXN100422,8,,4,4938.84
1355,TXN100422,7,3.0,1,140.58
1358,TXN100424,10,,4,707.4
1359,TXN100425,3,,1,1581.09
1360,TXN100426,1,,1,764.41
1361,TXN100426,14,,4,2576.0
1362,TXN100426,23,,1,1341.92
1363,TXN100427,12,5.0,2,3865.96
1364,TXN100427,18,,1,287.97
1365,TXN100428,15,,3,721.38
1366,TXN100428,9,1.0,1,382.52
1367,TXN100428,21,,3,5469.51
1368,TXN100428,1,,4,3057.64
1369,TXN100428,24,,2,1315.68
1370,TXN100429,24,2.0,2,1315.68
1371,TXN100429,13,,3,4879.11
1372,TXN100430,6,,1,1205.21
1373,TXN100430,7,,3,421.74
1374,TXN100430,13,,1,1626.37
1375,TXN100431,7,,4,562.32
1376,TXN100431,17,,3,2724.9
1377,TXN100431,5,,2,2105.52
1378,TXN100431,16,,3,4152.75
1379,TXN100432,24,,1,657.84
1380,TXN100433,12,4.0,2,3865.96
1381,TXN100434,9,,3,1147.56
1382,TXN100434,4,,1,439.36
1383,TXN100434,5,,2,2105.52
1384,TXN100435,30,,1,1882.02
1385,TXN100435,30,,4,7528.08
1386,TXN100435,7,,3,421.74
1387,TXN100435,5,2.0,2,2105.52
1388,TXN100436,9,,3,1147.56
1389,TXN100436,8,,4,4938.84
1390,TXN100436,4,,3,1318.08
1391,TXN100436,22,,4,2218.48
1396,TXN100438,30,,3,5646.06
1397,TXN100438,27,,1,410.47
1398,TXN100438,20,,2,234.12
1399,TXN100438,28,2.0,2,3881.38
1400,TXN100438,4,,3,1318.08
1401,TXN100439,29,5.0,1,1561.51
1402,TXN100440,3,,4,6324.36
1403,TXN100440,4,,3,1318.08
1404,TXN100441,3,5.0,3,4743.27
1405,TXN100441,7,,3,421.74
1406,TXN100442,27,,1,410.47
1407,TXN100442,24,,2,1315.68
1408,TXN100443,30,1.0,2,3764.04
1409,TXN100443,28,,2,3881.38
1410,TXN100443,12,2.0,4,7731.92
1411,TXN100443,3,,1,1581.09
1412,TXN100444,1,3.0,3,2293.23
1413,TXN100444,7,,2,281.16
1414,TXN100444,10,5.0,1,176.85
1415,TXN100444,22,,4,2218.48
1416,TXN100445,16,2.0,4,5537.0
1417,TXN100445,7,,2,281.16
1418,TXN100445,9,4.0,3,1147.56
1419,TXN100445,19,2.0,4,4062.36
1420,TXN100446,8,,2,2469.42
1421,TXN100446,10,,3,530.55
1422,TXN100446,5,,2,2105.52
1423,TXN100446,1,,4,3057.64
1424,TXN100446,4,3.0,1,439.36
1425,TXN100447,17,,4,3633.2
1426,TXN100447,15,,3,721.38
1427,TXN100448,21,2.0,1,1823.17
1428,TXN100448,9,,3,1147.56
1429,TXN100448,20,,4,468.24
1430,TXN100448,22,,4,2218.48
1431,TXN100449,23,5.0,3,4025.76
1432,TXN100449,4,2.0,1,439.36
1433,TXN100449,13,,4,6505.48
1434,TXN100449,6,5.0,1,1205.21
1435,TXN100449,13,,4,6505.48
1436,TXN100450,6,5.0,3,3615.63
1437,TXN100450,5,,1,1052.76
1438,TXN100450,8,4.0,3,3704.13
1439,TXN100450,5,,3,3158.28
1440,TXN100451,1,,1,764.41
1441,TXN100451,3,1.0,4,6324.36
1445,TXN100453,6,,3,3615.63
1446,TXN100453,30,,3,5646.06
1447,TXN100453,1,,3,2293.23
1448,TXN100453,11,,4,7601.32
1449,TXN100454,1,,4,3057.64
1450,TXN100454,5,,2,2105.52
1451,TXN100454,30,2.0,4,7528.08
1452,TXN100455,11,4.0,2,3800.66
1453,TXN100456,30,,2,3764.04
1454,TXN100456,11,4.0,4,7601.32
1455,TXN100456,13,,1,1626.37
1456,TXN100457,18,,4,1151.88
1457,TXN100457,19,,1,1015.59
1458,TXN100457,17,1.0,2,1816.6
1459,TXN100457,9,,2,765.04
1460,TXN100457,26,,2,2232.18
1461,TXN100458,20,,3,351.18
1462,TXN100458,3,,2,3162.18
1463,TXN100458,20,,1,117.06
1464,TXN100458,10,,2,353.7
1465,TXN100458,26,4.0,1,1116.09
1466,TXN100459,25,1.0,3,3192.39
1467,TXN100460,15,,3,721.38
1468,TXN100460,10,,1,176.85
1469,TXN100460,9,4.0,2,765.04
1470,TXN100460,18,,4,1151.88
1471,TXN100461,28,,1,1940.69
1472,TXN100461,1,,1,764.41
1473,TXN100461,14,,4,2576.0
1474,TXN100462,26,1.0,2,2232.18
1475,TXN100462,30,,3,5646.06
1476,TXN100462,22,,1,554.62
1477,TXN100462,11,3.0,4,7601.32
1478,TXN100462,19,4.0,2,2031.18
1479,TXN100463,30,,1,1882.02
1480,TXN100464,30,,4,7528.08
1481,TXN100464,15,,3,721.38
1482,TXN100465,14,4.0,1,644.0
1483,TXN100465,10,,3,530.55
1484,TXN100466,9,,2,765.04
1485,TXN100466,10,,1,176.85
1486,TXN100466,24,,2,1315.68
1487,TXN100466,24,,4,2631.36
1488,TXN100466,18,4.0,4,1151.88
1489,TXN100467,22,,2,1109.24
1490,TXN100467,23,5.0,4,5367.68
1491,TXN100467,27,,3,1231.41
1492,TXN100468,2,,2,1878.68
1493,TXN100468,7,4.0,1,140.58
1494,TXN100469,29,,4,6246.04
1495,TXN100470,9,,3,1147.56
1496,TXN100470,25,1.0,4,4256.52
1497,TXN100471,10,,1,176.85
1498,TXN100471,25,,1,1064.13
1499,TXN100471,1,5.0,4,3057.64
1500,TXN100471,19,,3,3046.77
1501,TXN100471,24,,1,657.84
1502,TXN100472,23,,1,1341.92
1503,TXN100473,23,,2,2683.84
1504,TXN100473,28,4.0,4,7762.76
1505,TXN100473,4,,3,1318.08
1506,TXN100473,13,,4,6505.48
1507,TXN100474,8,,3,3704.13
1508,TXN100474,5,1.0,2,2105.52
1509,TXN100474,6,,3,3615.63
1510,TXN100474,3,,1,1581.09
1511,TXN100475,9,,1,382.52
1512,TXN100476,10,,2,353.7
1513,TXN100477,18,,4,1151.88
1514,TXN100477,10,,4,707.4
1515,TXN100477,7,,3,421.74
1516,TXN100477,26,,4,4464.36
1517,TXN100478,12,2.0,2,3865.96
1518,TXN100479,29,,1,1561.51
1519,TXN100480,29,2.0,1,1561.51
1520,TXN100480,2,,2,1878.68
1521,TXN100481,10,4.0,2,353.7
1522,TXN100481,30,,2,3764.04
1523,TXN100481,11,2.0,1,1900.33
1524,TXN100481,2,,4,3757.36
1525,TXN100481,4,4.0,4,1757.44
1526,TXN100482,21,5.0,2,3646.34
1527,TXN100482,9,1.0,4,1530.08
1528,TXN100482,27,,1,410.47
1529,TXN100482,10,,4,707.4
1530,TXN100482,13,,4,6505.48
1531,TXN100483,27,4.0,3,1231.41
1532,TXN100483,20,,4,468.24
1533,TXN100483,11,1.0,4,7601.32
1534,TXN100483,1,,1,764.41
1535,TXN100483,2,,3,2818.02
1536,TXN100484,23,,4,5367.68
1537,TXN100484,15,,1,240.46
1538,TXN100484,29,,3,4684.53
1539,TXN100485,27,2.0,1,410.47
1540,TXN100485,12,,4,7731.92
1541,TXN100485,4,,2,878.72
